,Category,Sentence
10702,1,"Gooding and Coburn are both Oscar winners, which seems unimaginable when you watch them clumsily work their way through Snow Dogs."
10703,3,"The film fearlessly gets under the skin of the participants... This makes it not only a detailed historical document, but also an engaging and moving portrait of a subculture."
10704,4,An escapist confection that is pure entertainment.
10705,3,"A culture clash comedy that is not only very funny, but also captures some of the discomfort and embarrassment of being a stumbling American in Europe."
10706,2,Helps remind the First World that HIV / AIDS is anything but yesterday's news.
10707,1,Paul Cox had to show it.
10708,4,"As calm, patient and tenacious as Lopez himself, who tackles his difficult, interminable work with remarkable composure and discipline."
10709,4,"On the other side of the theatre, Roger may be unbearable company, but it's worth spending time with him indoors."
10710,1,"Twenty-three films in a stellar directing career, Clint Eastwood's efficiently minimalist style has ultimately let him down."
10711,3,"It is a familiar story, but one that is presented with great sympathy and intelligence."
10712,2,A creaky staircase.
10713,1,I suspect this is the kind of production that would have been funnier if the director had theatrically released the outtakes and used the film as a bonus feature on the DVD.
10714,4,"Spectacularly beautiful, mysterious, sensual, emotionally intense and full of virtuoso throat singing."
10715,0,A nasty film by someone who has certainly read The Catcher in the Rye but clearly suffers from dyslexia
10716,0,"Deep down, I realized the harsh reality of my situation: I would leave the theater with a lower IQ than I had entered."
10717,1,"""Infidelity"" deceives itself and retreats into comfortable territory."
10718,2,"Every creature feature fan knows that when you cross toxic chemicals with a bunch of exotic creatures, you run around a lot, scream and die."
10719,4,"Fresh and raw as a blown-out vein, Narc takes a wandering, cop-flick subgenre and breathes new life into it."
10720,3,"A terrible day in Irish history is treated passionately, if somewhat incorrectly."
10721,4,"Stanley Kwan has not only staged one of the best gay love stories of all time, but also one of the best love stories of any colour."
10722,3,Their computer-animated faces are very expressive.
10723,0,"Despite terrific special effects and funnier gags, Harry Potter and the Chamber of Secrets finds a way to turn J.K. Rowling's marvellous series into a deadly bore."
10724,1,"In the end, ""The Weight of Water"" resembles a kind of softcore waddle, as you'd expect from Showtime's ""Red Shoe Diaries."""
10725,2,The plot plunges into a comedic graveyard before Janice rushes to the rescue in the final role.
10726,3,"This pursuit of profit has spawned a predictably efficient business, best known for its overwhelming creepiness, a zeal to create images that you wish you hadn't seen, which is, of course, what today is all about."
10727,4,"It's sweet, funny, charming and absolutely adorable."
10728,1,"Choppy, over-long documentary about ""The Lifestyle."""
10729,1,"It is never decided whether it should be a black comedy, a drama, a melodrama or a combination of the two."
10730,3,The action sequences are funny and reminiscent of battle scenes from the Star Wars series.
10731,2,"Swimfan, like Fatal Attraction, eventually goes overboard with a silly melodrama in which a high school swimming pool replaces a bathtub."
10732,1,The biggest problem with this film?
10733,3,"Instead of simply treating conventional material in a conventional way, Secretary takes the most unexpected material and treats it in the most unexpected way."
10734,3,"Conjures up a palpable sense of separation, made all the more poignant by the incessant use of mobile phones."
10735,1,"The problem with Formula One's mess is not that it is offensive, but that it is boring."
10736,3,This in-depth examination of important developments in the computer industry should make it necessary to examine them in the computer science faculties of universities in the coming years.
10737,3,"Takes you by the face, strokes your cheeks imploringly and yells at you: slow down, shake off your tensions and make this picture in its own airy, distracted rhythm."
10738,3,Canada's Arctic light shines brightly on this frozen tundra soap opera that breathes extraordinary life into the Inuit people's private lives.
10739,3,"Inherently caustic and strangely bizarre, the film takes up the mourning process and draws the viewer in a strange way into the inexplicable pain and eccentricities associated with the concept of loss."
10740,0,"Yes, I suppose it's nice for Cal to work out his problems with his dad and come to terms with his storybook life -- but World Traveler gave me no reason to worry about it, so I didn't."
10741,4,"With each of her three protagonists, Miller eloquently captures the moment when a woman's life begins to shift from a deep-seated emotional need to a different path."
10742,1,"But unless you're an absolutely raving Star Wars junkie, it's not much fun."
10743,4,"A jewel of a romantic crime comedy that turns out to be clever, amusing and unpredictable."
10744,3,"It's a setup so simple it borders on superficiality, but saving the film from cheap mediocrity is its crack cast."
10745,2,"There are many things solid acting can do for a film, but turning a mediocre script into something promising is not one of them."
10746,3,"Although his more seasoned screenplay is loaded with familiar situations, the film has a cinematic fluidity and a sense of intelligence that makes it work more than it probably should."
10747,2,"Mana gives us compelling, damaged characters we want to help - or hurt."
10748,3,"It's a documentary about Talking Head, but a great one."
10749,4,"What makes it most remarkable is not its epic scale, but the astonishing intimacy it achieves despite its breadth."
10750,1,"-LRB- H -RRB- ad I suffered and bled on the hard floor of Ia urge, I wanted something more complex than We Were Soldiers."
10751,4,"Solaris is rigid and evasive, as Soderbergh's best films, Erin Brockovich, ""Out of Sight"" and ""Ocean's Eleven,"" never were."
10752,1,"With such an unpredictable company, the suspicion arises that it was improvised on a daily basis during production."
10753,1,But why it fails is a mystery shrouded in mystery.
10754,3,"The catch is the drama within the drama, as unsolved murder and unsolved moral conflict in the spotlight."
10755,0,Extremely bad.
10756,0,Bears are even worse than I could ever have imagined for a movie.
10757,2,"He gets faxed by his secretary. """""
10758,1,"Whenever you think you've seen the end of the movie, we cut to a new scene that seems to be the end."
